label,text,cleaned_text,tokens,final_text
Dimorphic Hemorrhoids,I'm having a lot of trouble with constipation and pain while trying to go to the bathroom. It hurts a lot in my anus and the area around it. My stool has been bloody and my anus is really irritated.,im having a lot of trouble with constipation and pain while trying to go to the bathroom it hurts a lot in my anus and the area around it my stool has been bloody and my anus is really irritated,"['im', 'lot', 'trouble', 'constipation', 'pain', 'trying', 'go', 'bathroom', 'hurt', 'lot', 'anus', 'area', 'around', 'stool', 'bloody', 'anus', 'really', 'irritated']",im lot trouble constipation pain trying go bathroom hurt lot anus area around stool bloody anus really irritated
Malaria,"I've been experiencing a lot of scratching, chills, vomiting, and a fever. I also have a headache and am perspiring a lot. I've been terrible with nausea and soreness in my muscles.",ive been experiencing a lot of scratching chills vomiting and a fever i also have a headache and am perspiring a lot ive been terrible with nausea and soreness in my muscles,"['ive', 'experiencing', 'lot', 'scratching', 'chill', 'vomiting', 'fever', 'also', 'headache', 'perspiring', 'lot', 'ive', 'terrible', 'nausea', 'soreness', 'muscle']",ive experiencing lot scratching chill vomiting fever also headache perspiring lot ive terrible nausea soreness muscle
urinary tract infection,"I have to use the restroom frequently to relieve myself, but I can't seem to get my bladder empty. I occasionally get severe, uncontrolled desires to urinate, as well as black or crimson urine.",i have to use the restroom frequently to relieve myself but i cant seem to get my bladder empty i occasionally get severe uncontrolled desires to urinate as well as black or crimson urine,"['use', 'restroom', 'frequently', 'relieve', 'cant', 'seem', 'get', 'bladder', 'empty', 'occasionally', 'get', 'severe', 'uncontrolled', 'desire', 'urinate', 'well', 'black', 'crimson', 'urine']",use restroom frequently relieve cant seem get bladder empty occasionally get severe uncontrolled desire urinate well black crimson urine
allergy,"I'm nauseous, ill, and shaky. I have a huge throat, which makes it tough for me to breathe. I occasionally have nighttime chest aches and occasional sickness.",im nauseous ill and shaky i have a huge throat which makes it tough for me to breathe i occasionally have nighttime chest aches and occasional sickness,"['im', 'nauseous', 'ill', 'shaky', 'huge', 'throat', 'make', 'tough', 'breathe', 'occasionally', 'nighttime', 'chest', 'ache', 'occasional', 'sickness']",im nauseous ill shaky huge throat make tough breathe occasionally nighttime chest ache occasional sickness
Psoriasis,"The rash on my skin has spread to other parts of my body, including my chest and abdomen. It is itchy and uncomfortable, and it is often worse at night. I am also facing skin peeling.",the rash on my skin has spread to other parts of my body including my chest and abdomen it is itchy and uncomfortable and it is often worse at night i am also facing skin peeling,"['rash', 'skin', 'spread', 'part', 'body', 'including', 'chest', 'abdomen', 'itchy', 'uncomfortable', 'often', 'worse', 'night', 'also', 'facing', 'skin', 'peeling']",rash skin spread part body including chest abdomen itchy uncomfortable often worse night also facing skin peeling
Common Cold,"I feel quite weak, and my lymph nodes are enlarged. My eyes are burning, and my throat hurts. My sinuses are under strain, and my nose is stuffy. I can't smell anything, and my chest hurts.",i feel quite weak and my lymph nodes are enlarged my eyes are burning and my throat hurts my sinuses are under strain and my nose is stuffy i cant smell anything and my chest hurts,"['feel', 'quite', 'weak', 'lymph', 'node', 'enlarged', 'eye', 'burning', 'throat', 'hurt', 'sinus', 'strain', 'nose', 'stuffy', 'cant', 'smell', 'anything', 'chest', 'hurt']",feel quite weak lymph node enlarged eye burning throat hurt sinus strain nose stuffy cant smell anything chest hurt
Cervical spondylosis,"Back pain, a coughing cough, and numbness in my arms and legs have been plaguing me. In addition, my neck hurts, and I've having trouble staying balanced and without getting woozy.",back pain a coughing cough and numbness in my arms and legs have been plaguing me in addition my neck hurts and ive having trouble staying balanced and without getting woozy,"['back', 'pain', 'coughing', 'cough', 'numbness', 'arm', 'leg', 'plaguing', 'addition', 'neck', 'hurt', 'ive', 'trouble', 'staying', 'balanced', 'without', 'getting', 'woozy']",back pain coughing cough numbness arm leg plaguing addition neck hurt ive trouble staying balanced without getting woozy
Acne,My skin has just acquired a nasty rash. It's full of pus-filled pimples and blackheads. My skin has been really sensitive as well.,my skin has just acquired a nasty rash its full of pusfilled pimples and blackheads my skin has been really sensitive as well,"['skin', 'acquired', 'nasty', 'rash', 'full', 'pusfilled', 'pimple', 'blackhead', 'skin', 'really', 'sensitive', 'well']",skin acquired nasty rash full pusfilled pimple blackhead skin really sensitive well
Psoriasis,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. Moreover, my joints pain everyday and I have no idea what is causing it.",ive had trouble sleeping because of the itching and pain produced by the rash my nails have little dents which is really alarming moreover my joints pain everyday and i have no idea what is causing it,"['ive', 'trouble', 'sleeping', 'itching', 'pain', 'produced', 'rash', 'nail', 'little', 'dent', 'really', 'alarming', 'moreover', 'joint', 'pain', 'everyday', 'idea', 'causing']",ive trouble sleeping itching pain produced rash nail little dent really alarming moreover joint pain everyday idea causing
Chicken pox,The high fever and swollen lymph nodes are causing me much discomfort. I have a headache and feel weak and fatigued. It's hard for me to concentrate because of the fever.,the high fever and swollen lymph nodes are causing me much discomfort i have a headache and feel weak and fatigued its hard for me to concentrate because of the fever,"['high', 'fever', 'swollen', 'lymph', 'node', 'causing', 'much', 'discomfort', 'headache', 'feel', 'weak', 'fatigued', 'hard', 'concentrate', 'fever']",high fever swollen lymph node causing much discomfort headache feel weak fatigued hard concentrate fever
Pneumonia,"With a high temperature, shortness of breath, sweating, chills, and intense exhaustion, I've been feeling quite poorly. I've been coughing up a lot of brownish phlegm and my pulse rate is racing.",with a high temperature shortness of breath sweating chills and intense exhaustion ive been feeling quite poorly ive been coughing up a lot of brownish phlegm and my pulse rate is racing,"['high', 'temperature', 'shortness', 'breath', 'sweating', 'chill', 'intense', 'exhaustion', 'ive', 'feeling', 'quite', 'poorly', 'ive', 'coughing', 'lot', 'brownish', 'phlegm', 'pulse', 'rate', 'racing']",high temperature shortness breath sweating chill intense exhaustion ive feeling quite poorly ive coughing lot brownish phlegm pulse rate racing
Acne,I recently had a horrible rash on my skin. There are several blackheads and pus-filled pimples. My skin has also been moving around a lot.,i recently had a horrible rash on my skin there are several blackheads and pusfilled pimples my skin has also been moving around a lot,"['recently', 'horrible', 'rash', 'skin', 'several', 'blackhead', 'pusfilled', 'pimple', 'skin', 'also', 'moving', 'around', 'lot']",recently horrible rash skin several blackhead pusfilled pimple skin also moving around lot
Dengue,The headache I have been experiencing is severe and is accompanied by a feeling of pressure in my head. I have mild fever along with headache. There are small red spots on my back.,the headache i have been experiencing is severe and is accompanied by a feeling of pressure in my head i have mild fever along with headache there are small red spots on my back,"['headache', 'experiencing', 'severe', 'accompanied', 'feeling', 'pressure', 'head', 'mild', 'fever', 'along', 'headache', 'small', 'red', 'spot', 'back']",headache experiencing severe accompanied feeling pressure head mild fever along headache small red spot back
Jaundice,"Strong itchiness and nausea have been bothering me. I have also lost weight and am really exhausted. I have a high fever, and my skin is becoming yellow. In addition to feeling stomach ache, my pee is black.",strong itchiness and nausea have been bothering me i have also lost weight and am really exhausted i have a high fever and my skin is becoming yellow in addition to feeling stomach ache my pee is black,"['strong', 'itchiness', 'nausea', 'bothering', 'also', 'lost', 'weight', 'really', 'exhausted', 'high', 'fever', 'skin', 'becoming', 'yellow', 'addition', 'feeling', 'stomach', 'ache', 'pee', 'black']",strong itchiness nausea bothering also lost weight really exhausted high fever skin becoming yellow addition feeling stomach ache pee black
Pneumonia,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is brownish and stringy.,i cant seem to catch my breath and im sweating a lot i feel really sick and have a lot of phlegm in my throat my chest hurts and my heart is racing the mucus im coughing up is brownish and stringy,"['cant', 'seem', 'catch', 'breath', 'im', 'sweating', 'lot', 'feel', 'really', 'sick', 'lot', 'phlegm', 'throat', 'chest', 'hurt', 'heart', 'racing', 'mucus', 'im', 'coughing', 'brownish', 'stringy']",cant seem catch breath im sweating lot feel really sick lot phlegm throat chest hurt heart racing mucus im coughing brownish stringy
Hypertension,"I instantly experienced a headache, chest pain, and dizziness while working out. Since then, it has been challenging for me to keep my balance.",i instantly experienced a headache chest pain and dizziness while working out since then it has been challenging for me to keep my balance,"['instantly', 'experienced', 'headache', 'chest', 'pain', 'dizziness', 'working', 'since', 'challenging', 'keep', 'balance']",instantly experienced headache chest pain dizziness working since challenging keep balance
Arthritis,"Recently, when I try to walk about, I have stiffness, a stiff neck, swollen joints, and muscular weakness. Walking has also been really uncomfortable.",recently when i try to walk about i have stiffness a stiff neck swollen joints and muscular weakness walking has also been really uncomfortable,"['recently', 'try', 'walk', 'stiffness', 'stiff', 'neck', 'swollen', 'joint', 'muscular', 'weakness', 'walking', 'also', 'really', 'uncomfortable']",recently try walk stiffness stiff neck swollen joint muscular weakness walking also really uncomfortable
peptic ulcer disease,I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste.,i often feel like food is getting caught in my throat and have problems swallowing i feel bloated and frequently belch i constantly have a bitter aftertaste,"['often', 'feel', 'like', 'food', 'getting', 'caught', 'throat', 'problem', 'swallowing', 'feel', 'bloated', 'frequently', 'belch', 'constantly', 'bitter', 'aftertaste']",often feel like food getting caught throat problem swallowing feel bloated frequently belch constantly bitter aftertaste
Hypertension,"I have been struggling with a headache that feels like a tight band around my head, along with chest pain and dizziness.",i have been struggling with a headache that feels like a tight band around my head along with chest pain and dizziness,"['struggling', 'headache', 'feel', 'like', 'tight', 'band', 'around', 'head', 'along', 'chest', 'pain', 'dizziness']",struggling headache feel like tight band around head along chest pain dizziness
Hypertension,"I was in the middle of a workout when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to maintain my balance since then",i was in the middle of a workout when i suddenly developed a headache chest pain and dizziness its been hard for me to maintain my balance since then,"['middle', 'workout', 'suddenly', 'developed', 'headache', 'chest', 'pain', 'dizziness', 'hard', 'maintain', 'balance', 'since']",middle workout suddenly developed headache chest pain dizziness hard maintain balance since
drug reaction,I feel very nauseous and have chest pain. Recently I have been experiencing chest pain. I feel very uneasy and often sweat profusely,i feel very nauseous and have chest pain recently i have been experiencing chest pain i feel very uneasy and often sweat profusely,"['feel', 'nauseous', 'chest', 'pain', 'recently', 'experiencing', 'chest', 'pain', 'feel', 'uneasy', 'often', 'sweat', 'profusely']",feel nauseous chest pain recently experiencing chest pain feel uneasy often sweat profusely
diabetes,"I have rashes and skin irritations, especially in the crevices of my skin. My skin bruises and cuts also take a long time to heal.",i have rashes and skin irritations especially in the crevices of my skin my skin bruises and cuts also take a long time to heal,"['rash', 'skin', 'irritation', 'especially', 'crevice', 'skin', 'skin', 'bruise', 'cut', 'also', 'take', 'long', 'time', 'heal']",rash skin irritation especially crevice skin skin bruise cut also take long time heal
gastroesophageal reflux disease,"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest.",my tendency is to belch and burp frequently i frequently get chest pain that spreads to my arm jaw and the back of my neck there is pressure and stress in my chest,"['tendency', 'belch', 'burp', 'frequently', 'frequently', 'get', 'chest', 'pain', 'spread', 'arm', 'jaw', 'back', 'neck', 'pressure', 'stress', 'chest']",tendency belch burp frequently frequently get chest pain spread arm jaw back neck pressure stress chest
gastroesophageal reflux disease,"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals.",periodically the tingling in my throat poor breath and bad taste in my mouth make it difficult for me to swallow meals,"['periodically', 'tingling', 'throat', 'poor', 'breath', 'bad', 'taste', 'mouth', 'make', 'difficult', 'swallow', 'meal']",periodically tingling throat poor breath bad taste mouth make difficult swallow meal
Dengue,I have been feeling nauseous and have a constant urge to vomit. There is a strong pain behind my eyes and there are small red spots all over my arms.,i have been feeling nauseous and have a constant urge to vomit there is a strong pain behind my eyes and there are small red spots all over my arms,"['feeling', 'nauseous', 'constant', 'urge', 'vomit', 'strong', 'pain', 'behind', 'eye', 'small', 'red', 'spot', 'arm']",feeling nauseous constant urge vomit strong pain behind eye small red spot arm
Fungal infection,"My skin has been really scratchy, and there are rashes all over my body. I have some bumps that are quite firm, as well as some areas that are a darker shade from the rest of my skin. It's extremely unpleasant.",my skin has been really scratchy and there are rashes all over my body i have some bumps that are quite firm as well as some areas that are a darker shade from the rest of my skin its extremely unpleasant,"['skin', 'really', 'scratchy', 'rash', 'body', 'bump', 'quite', 'firm', 'well', 'area', 'darker', 'shade', 'rest', 'skin', 'extremely', 'unpleasant']",skin really scratchy rash body bump quite firm well area darker shade rest skin extremely unpleasant
Psoriasis,"I am starting to have rashes on my skin. The rash often bleeds when I scratch or rub it. Moreover, I have noticed small dents in my nails.",i am starting to have rashes on my skin the rash often bleeds when i scratch or rub it moreover i have noticed small dents in my nails,"['starting', 'rash', 'skin', 'rash', 'often', 'bleeds', 'scratch', 'rub', 'moreover', 'noticed', 'small', 'dent', 'nail']",starting rash skin rash often bleeds scratch rub moreover noticed small dent nail
urinary tract infection,"I get frequent urges to urinate at night with little output, and a lot of pain during urination. The urine is coludy and bloody and sometime foul smelling, and I get nauseous",i get frequent urges to urinate at night with little output and a lot of pain during urination the urine is coludy and bloody and sometime foul smelling and i get nauseous,"['get', 'frequent', 'urge', 'urinate', 'night', 'little', 'output', 'lot', 'pain', 'urination', 'urine', 'coludy', 'bloody', 'sometime', 'foul', 'smelling', 'get', 'nauseous']",get frequent urge urinate night little output lot pain urination urine coludy bloody sometime foul smelling get nauseous
Fungal infection,"My skin always itches, and occasionally it becomes quite rough and red. In addition, I occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin. It severely irritates me and itches.",my skin always itches and occasionally it becomes quite rough and red in addition i occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin it severely irritates me and itches,"['skin', 'always', 'itch', 'occasionally', 'becomes', 'quite', 'rough', 'red', 'addition', 'occasionally', 'get', 'little', 'pimple', 'resemble', 'tiny', 'ball', 'certain', 'spot', 'different', 'colour', 'rest', 'skin', 'severely', 'irritates', 'itch']",skin always itch occasionally becomes quite rough red addition occasionally get little pimple resemble tiny ball certain spot different colour rest skin severely irritates itch
Bronchial Asthma,"I have a cough that has continued for days, and I feel really weak and tired. My fever is high, and my breath has become strained. When I cough, I also generate a lot of mucus.",i have a cough that has continued for days and i feel really weak and tired my fever is high and my breath has become strained when i cough i also generate a lot of mucus,"['cough', 'continued', 'day', 'feel', 'really', 'weak', 'tired', 'fever', 'high', 'breath', 'become', 'strained', 'cough', 'also', 'generate', 'lot', 'mucus']",cough continued day feel really weak tired fever high breath become strained cough also generate lot mucus
drug reaction,I have rashes on my skin and these flake off from time to time. This leaves me prone to infection. My fingers start twitching and sometimes I experience tremors.,i have rashes on my skin and these flake off from time to time this leaves me prone to infection my fingers start twitching and sometimes i experience tremors,"['rash', 'skin', 'flake', 'time', 'time', 'leaf', 'prone', 'infection', 'finger', 'start', 'twitching', 'sometimes', 'experience', 'tremor']",rash skin flake time time leaf prone infection finger start twitching sometimes experience tremor
Cervical spondylosis,"My muscles have been quite weak, and I've been coughing up phlegm along with significant back discomfort. In addition to feeling weak and disoriented, my neck has been hurting.",my muscles have been quite weak and ive been coughing up phlegm along with significant back discomfort in addition to feeling weak and disoriented my neck has been hurting,"['muscle', 'quite', 'weak', 'ive', 'coughing', 'phlegm', 'along', 'significant', 'back', 'discomfort', 'addition', 'feeling', 'weak', 'disoriented', 'neck', 'hurting']",muscle quite weak ive coughing phlegm along significant back discomfort addition feeling weak disoriented neck hurting
Impetigo,"I have been developing sores on my face and nose area. I am not sure what is causing this. The sores on my face are swollen and tender to the touch, and I have a burning sensation and redness of the skin.",i have been developing sores on my face and nose area i am not sure what is causing this the sores on my face are swollen and tender to the touch and i have a burning sensation and redness of the skin,"['developing', 'sore', 'face', 'nose', 'area', 'sure', 'causing', 'sore', 'face', 'swollen', 'tender', 'touch', 'burning', 'sensation', 'redness', 'skin']",developing sore face nose area sure causing sore face swollen tender touch burning sensation redness skin
Chicken pox,Enlarged lymph nodes are giving me a great deal of pain. I have rashes all over my body and because of which I cannot sleep all night.,enlarged lymph nodes are giving me a great deal of pain i have rashes all over my body and because of which i cannot sleep all night,"['enlarged', 'lymph', 'node', 'giving', 'great', 'deal', 'pain', 'rash', 'body', 'sleep', 'night']",enlarged lymph node giving great deal pain rash body sleep night
Varicose Veins,"The veins in my calves are protruding out quite unusually. I am worried about it. Also, I am overweight and I believe this is the reason behind all of this.",the veins in my calves are protruding out quite unusually i am worried about it also i am overweight and i believe this is the reason behind all of this,"['vein', 'calf', 'protruding', 'quite', 'unusually', 'worried', 'also', 'overweight', 'believe', 'reason', 'behind']",vein calf protruding quite unusually worried also overweight believe reason behind
Arthritis,"My muscles have been feeling really weak, and my neck has been extremely tight. I have swollen joints and find it difficult to move about without becoming stiff. It has also been really uncomfortable to walk.",my muscles have been feeling really weak and my neck has been extremely tight i have swollen joints and find it difficult to move about without becoming stiff it has also been really uncomfortable to walk,"['muscle', 'feeling', 'really', 'weak', 'neck', 'extremely', 'tight', 'swollen', 'joint', 'find', 'difficult', 'move', 'without', 'becoming', 'stiff', 'also', 'really', 'uncomfortable', 'walk']",muscle feeling really weak neck extremely tight swollen joint find difficult move without becoming stiff also really uncomfortable walk
Psoriasis,"My skin is peeling, particularly on my knees, elbows, and scalp. This peeling is frequently accompanied by a stinging or burning feeling.",my skin is peeling particularly on my knees elbows and scalp this peeling is frequently accompanied by a stinging or burning feeling,"['skin', 'peeling', 'particularly', 'knee', 'elbow', 'scalp', 'peeling', 'frequently', 'accompanied', 'stinging', 'burning', 'feeling']",skin peeling particularly knee elbow scalp peeling frequently accompanied stinging burning feeling
Common Cold,"I've been quite exhausted and ill. I'm sneezing nonstop and am quite cold. My head is throbbing, and I lack energy. Additionally, I have a very high fever and feel like I am on fire.",ive been quite exhausted and ill im sneezing nonstop and am quite cold my head is throbbing and i lack energy additionally i have a very high fever and feel like i am on fire,"['ive', 'quite', 'exhausted', 'ill', 'im', 'sneezing', 'nonstop', 'quite', 'cold', 'head', 'throbbing', 'lack', 'energy', 'additionally', 'high', 'fever', 'feel', 'like', 'fire']",ive quite exhausted ill im sneezing nonstop quite cold head throbbing lack energy additionally high fever feel like fire
Migraine,"I have been struggling with digestive issues, including acid reflux and indigestion, as well as regular headaches and impaired vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance",i have been struggling with digestive issues including acid reflux and indigestion as well as regular headaches and impaired vision excessive hunger a sore neck depression irritability and visual disturbance,"['struggling', 'digestive', 'issue', 'including', 'acid', 'reflux', 'indigestion', 'well', 'regular', 'headache', 'impaired', 'vision', 'excessive', 'hunger', 'sore', 'neck', 'depression', 'irritability', 'visual', 'disturbance']",struggling digestive issue including acid reflux indigestion well regular headache impaired vision excessive hunger sore neck depression irritability visual disturbance
drug reaction,I have awful mental clarity and have trouble focusing. I frequently forget things and struggle with memory.,i have awful mental clarity and have trouble focusing i frequently forget things and struggle with memory,"['awful', 'mental', 'clarity', 'trouble', 'focusing', 'frequently', 'forget', 'thing', 'struggle', 'memory']",awful mental clarity trouble focusing frequently forget thing struggle memory
peptic ulcer disease,"Bloating and unease are both present in me. I've been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood.",bloating and unease are both present in me ive been losing weight and losing interest in food i occasionally get tarry black stools and vomit that contains blood,"['bloating', 'unease', 'present', 'ive', 'losing', 'weight', 'losing', 'interest', 'food', 'occasionally', 'get', 'tarry', 'black', 'stool', 'vomit', 'contains', 'blood']",bloating unease present ive losing weight losing interest food occasionally get tarry black stool vomit contains blood
Bronchial Asthma,"I've felt terribly weak and drained, and I've also had a cough that that won't go away. My fever has been exceptionally high, and it has been challenging to try to catch my breath. I've been creating a lot of mucous when I cough.",ive felt terribly weak and drained and ive also had a cough that that wont go away my fever has been exceptionally high and it has been challenging to try to catch my breath ive been creating a lot of mucous when i cough,"['ive', 'felt', 'terribly', 'weak', 'drained', 'ive', 'also', 'cough', 'wont', 'go', 'away', 'fever', 'exceptionally', 'high', 'challenging', 'try', 'catch', 'breath', 'ive', 'creating', 'lot', 'mucous', 'cough']",ive felt terribly weak drained ive also cough wont go away fever exceptionally high challenging try catch breath ive creating lot mucous cough
gastroesophageal reflux disease,I feel uneasiness after eating and usually vomit whatever I've eaten. I always have this pain in my abdomen and have really bad acid reflux,i feel uneasiness after eating and usually vomit whatever ive eaten i always have this pain in my abdomen and have really bad acid reflux,"['feel', 'uneasiness', 'eating', 'usually', 'vomit', 'whatever', 'ive', 'eaten', 'always', 'pain', 'abdomen', 'really', 'bad', 'acid', 'reflux']",feel uneasiness eating usually vomit whatever ive eaten always pain abdomen really bad acid reflux
Fungal infection,"I've been itching and have rashy patches all over my skin recently. There are also some regions that don't appear to be the regular tone of my skin, and I've experienced some painful bumps.",ive been itching and have rashy patches all over my skin recently there are also some regions that dont appear to be the regular tone of my skin and ive experienced some painful bumps,"['ive', 'itching', 'rashy', 'patch', 'skin', 'recently', 'also', 'region', 'dont', 'appear', 'regular', 'tone', 'skin', 'ive', 'experienced', 'painful', 'bump']",ive itching rashy patch skin recently also region dont appear regular tone skin ive experienced painful bump
Pneumonia,"My fever is really high, and I'm having difficulty breathing. I'm drenched in sweat and shivering with chills. I'm quite fatigued, and my heart is racing. I'm also expecting some brownish phlegm.",my fever is really high and im having difficulty breathing im drenched in sweat and shivering with chills im quite fatigued and my heart is racing im also expecting some brownish phlegm,"['fever', 'really', 'high', 'im', 'difficulty', 'breathing', 'im', 'drenched', 'sweat', 'shivering', 'chill', 'im', 'quite', 'fatigued', 'heart', 'racing', 'im', 'also', 'expecting', 'brownish', 'phlegm']",fever really high im difficulty breathing im drenched sweat shivering chill im quite fatigued heart racing im also expecting brownish phlegm
allergy,"I often sneeze and have a sore throat. My lips and the area around my eyes occasionally swell. Once I start sneezing, I just can't stop.",i often sneeze and have a sore throat my lips and the area around my eyes occasionally swell once i start sneezing i just cant stop,"['often', 'sneeze', 'sore', 'throat', 'lip', 'area', 'around', 'eye', 'occasionally', 'swell', 'start', 'sneezing', 'cant', 'stop']",often sneeze sore throat lip area around eye occasionally swell start sneezing cant stop
Impetigo,"The sores around my nose are now surrounded by red, inflamed skin. The rash has caused my skin to become dry and flaky, with a visible yellow colored fluid coming out of the sores.",the sores around my nose are now surrounded by red inflamed skin the rash has caused my skin to become dry and flaky with a visible yellow colored fluid coming out of the sores,"['sore', 'around', 'nose', 'surrounded', 'red', 'inflamed', 'skin', 'rash', 'caused', 'skin', 'become', 'dry', 'flaky', 'visible', 'yellow', 'colored', 'fluid', 'coming', 'sore']",sore around nose surrounded red inflamed skin rash caused skin become dry flaky visible yellow colored fluid coming sore
Impetigo,"There are rashes around my nose, with large red sores. I noticed that the rash was spreading to other parts of my body. Also, I have a high fever every night.",there are rashes around my nose with large red sores i noticed that the rash was spreading to other parts of my body also i have a high fever every night,"['rash', 'around', 'nose', 'large', 'red', 'sore', 'noticed', 'rash', 'spreading', 'part', 'body', 'also', 'high', 'fever', 'every', 'night']",rash around nose large red sore noticed rash spreading part body also high fever every night
urinary tract infection,"I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant, and often increases at night time. My pee almost always has a foul smell",i have pain in my abdomen and often get feverish i have sudden and strong urges to pee the pain is almost constant and often increases at night time my pee almost always has a foul smell,"['pain', 'abdomen', 'often', 'get', 'feverish', 'sudden', 'strong', 'urge', 'pee', 'pain', 'almost', 'constant', 'often', 'increase', 'night', 'time', 'pee', 'almost', 'always', 'foul', 'smell']",pain abdomen often get feverish sudden strong urge pee pain almost constant often increase night time pee almost always foul smell
urinary tract infection,"I have lower abdominal ache and a bursting sensation when I urinate. Since I began to experience these additional symptoms, I have also been experiencing low body temperatures. I've been weak as a result of this.",i have lower abdominal ache and a bursting sensation when i urinate since i began to experience these additional symptoms i have also been experiencing low body temperatures ive been weak as a result of this,"['lower', 'abdominal', 'ache', 'bursting', 'sensation', 'urinate', 'since', 'began', 'experience', 'additional', 'symptom', 'also', 'experiencing', 'low', 'body', 'temperature', 'ive', 'weak', 'result']",lower abdominal ache bursting sensation urinate since began experience additional symptom also experiencing low body temperature ive weak result
Varicose Veins,The blood vessels on my legs are quite visible and give me a lot of pain. They're large and protrude from my skin. It is unusual and I am worried about it.,the blood vessels on my legs are quite visible and give me a lot of pain theyre large and protrude from my skin it is unusual and i am worried about it,"['blood', 'vessel', 'leg', 'quite', 'visible', 'give', 'lot', 'pain', 'theyre', 'large', 'protrude', 'skin', 'unusual', 'worried']",blood vessel leg quite visible give lot pain theyre large protrude skin unusual worried
urinary tract infection,I have been having low temperatures and bloody pee since some days now. My head hurts like crazy and pee also smells very foul. I have almost no control on my peeing and get very sudden urges,i have been having low temperatures and bloody pee since some days now my head hurts like crazy and pee also smells very foul i have almost no control on my peeing and get very sudden urges,"['low', 'temperature', 'bloody', 'pee', 'since', 'day', 'head', 'hurt', 'like', 'crazy', 'pee', 'also', 'smell', 'foul', 'almost', 'control', 'peeing', 'get', 'sudden', 'urge']",low temperature bloody pee since day head hurt like crazy pee also smell foul almost control peeing get sudden urge
Varicose Veins,The prominent blood vessels on my calves are causing self-consciousness and embarrassment. I believe the problem is because of my overweight.,the prominent blood vessels on my calves are causing selfconsciousness and embarrassment i believe the problem is because of my overweight,"['prominent', 'blood', 'vessel', 'calf', 'causing', 'selfconsciousness', 'embarrassment', 'believe', 'problem', 'overweight']",prominent blood vessel calf causing selfconsciousness embarrassment believe problem overweight
Malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. My discomfort has also been brought on by nausea and muscle ache.",i have a high fever severe itching chills and vomiting i also have a headache and have been perspiring a lot my discomfort has also been brought on by nausea and muscle ache,"['high', 'fever', 'severe', 'itching', 'chill', 'vomiting', 'also', 'headache', 'perspiring', 'lot', 'discomfort', 'also', 'brought', 'nausea', 'muscle', 'ache']",high fever severe itching chill vomiting also headache perspiring lot discomfort also brought nausea muscle ache
Dengue,I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and don’t know what to do.,i have a high fever along with a severe headache the fever is accompanied by extreme body pain and chills i am worried about my health and dont know what to do,"['high', 'fever', 'along', 'severe', 'headache', 'fever', 'accompanied', 'extreme', 'body', 'pain', 'chill', 'worried', 'health', 'dont', 'know']",high fever along severe headache fever accompanied extreme body pain chill worried health dont know
Hypertension,"I felt good when I woke up this morning, but as the day wore on, I began to feel headachey, sick to my stomach, and dizzy. Since then, it has been challenging for me to concentrate and focus on my work.",i felt good when i woke up this morning but as the day wore on i began to feel headachey sick to my stomach and dizzy since then it has been challenging for me to concentrate and focus on my work,"['felt', 'good', 'woke', 'morning', 'day', 'wore', 'began', 'feel', 'headachey', 'sick', 'stomach', 'dizzy', 'since', 'challenging', 'concentrate', 'focus', 'work']",felt good woke morning day wore began feel headachey sick stomach dizzy since challenging concentrate focus work
Varicose Veins,"The veins on my legs are causing a lot of discomforts when I sit for long periods of time. They are swollen and protruding from my skin, making them painful and noticeable.",the veins on my legs are causing a lot of discomforts when i sit for long periods of time they are swollen and protruding from my skin making them painful and noticeable,"['vein', 'leg', 'causing', 'lot', 'discomfort', 'sit', 'long', 'period', 'time', 'swollen', 'protruding', 'skin', 'making', 'painful', 'noticeable']",vein leg causing lot discomfort sit long period time swollen protruding skin making painful noticeable
Pneumonia,"I'm having trouble breathing and am really uncomfortable. I'm sweating profusely and have a lot of mucus in my throat. My chest aches, and my heart is racing. I'm coughing up dark mucous.",im having trouble breathing and am really uncomfortable im sweating profusely and have a lot of mucus in my throat my chest aches and my heart is racing im coughing up dark mucous,"['im', 'trouble', 'breathing', 'really', 'uncomfortable', 'im', 'sweating', 'profusely', 'lot', 'mucus', 'throat', 'chest', 'ache', 'heart', 'racing', 'im', 'coughing', 'dark', 'mucous']",im trouble breathing really uncomfortable im sweating profusely lot mucus throat chest ache heart racing im coughing dark mucous
